	Silent/kb	TotMissense	TotSplicing	TotLOF	Missense/kb	LOF/kb	LOF/silent	Splicing/silent	Missense/silent	Hifi/Lofi	LOF/benign	Splicing/benign	Missense/benign	Hifi/benign	avgPolyphen2	LOF/tot	Missense/tot	Splicing/tot	LOF/missense	Mifi/kb	Nonstop/kb	Inframe/kb	Complex/kb	Compound/benign	Compound/kB	Damaging/kb	Damaging/benign	Damaging/Lofi	MissenseEntr	HiMisFreq	FSEntr	HiFSFreq	SplicEntr	HiSplicFreq	NonsenseEntr	HiNonsenseFreq	TotMifi	Label
MAP3K15_ENST00000338883	0.0010147133434804667	3	0	0	0.00076103500761035	0.0	0.0	0.0	0.75	16.0	0.0	0.0	0.75	0.0	0.184	0.0	0.42857142857142855	0.0	0.0	0.0002536783358701167	0.0	0.0	0.0	0.75	0.00076103500761035	0.0002536783358701167	0.25	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	1	Unlabeled
SLC4A10_ENST00000446997	0.0002978850163836759	3	0	0	0.0008936550491510277	0.0	0.0	0.0	3.0	16.0	0.0	0.0	3.0	0.0	0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0008936550491510277	0.0	0.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
OR1E2	0.0	2	0	1	0.00205761316872428	0.00102880658436214	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.25	0.5	0.0	0.5	0.0	0.0	0.00102880658436214	0.0	104.0	0.0030864197530864196	0.0	104.0	16.0	0.0	0.5	0	0	0	0	0.0	1.0	0	Unlabeled
FRS3	0.0	1	0	0	0.000676132521974307	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.000676132521974307	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PAN2	0.00027800945232137893	2	0	0	0.0005560189046427579	0.0	0.0	0.0	2.0	16.0	0.0	0.0	2.0	1.0	0.7725	0.0	0.6666666666666666	0.0	0.0	0.00027800945232137893	0.0	0.0	0.0	2.0	0.0005560189046427579	0.0005560189046427579	2.0	16.0	0.0	0.5	0	0	0	0	0	0	1	Unlabeled
TJP3	0.0006995452955578874	1	0	1	0.0003497726477789437	0.0003497726477789437	0.5	0.0	0.5	16.0	0.5	0.0	0.5	0.0	0	0.25	0.25	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0003497726477789437	0.0	0.0	16.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
GALNT13	0.0	3	0	0	0.0017953321364452424	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0.999	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0017953321364452424	0.0005984440454817474	104.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
GLT25D1	0.0005350454788657035	1	0	0	0.0005350454788657035	0.0	0.0	0.0	1.0	16.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0005350454788657035	0.0	0.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
METTL9	0.0010449320794148381	0	0	0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0	0	0	0	0	0	0	0	0	Unlabeled
MYO1E	0.0006011421701232341	2	0	0	0.0006011421701232341	0.0	0.0	0.0	1.0	16.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0006011421701232341	0.0	0.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
CSMD1_ENST00000318252	0.0008095527221210282	12	0	0	0.0012143290831815423	0.0	0.0	0.0	1.5	16.0	0.0	0.0	1.5	0.0	0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0012143290831815423	0.0	0.0	16.0	-8.881784197001252e-16	0.08333333333333333	0	0	0	0	0	0	0	Unlabeled
PROP1	0.0014684287812041115	0	0	0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0	0	0	0	0	0	0	0	0	Unlabeled
HECTD1	0.00012766500702157538	6	0	0	0.0007659900421294523	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	0.138	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0006383250351078769	0.0	0.0	0.0	2.220446049250313e-16	0.16666666666666666	0	0	0	0	0	0	0	Unlabeled
SMPDL3B_ENST00000373888	0.0	1	0	0	0.00089126559714795	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.00089126559714795	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ZMYND19	0.0	1	0	0	0.0014619883040935672	0.0	88.0	88.0	88.0	0.0	0.0	0.0	1.0	0.0	0.045	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
JAG2	0.0002690341673392521	1	0	0	0.0002690341673392521	0.0	0.0	0.0	1.0	16.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0002690341673392521	0.0	0.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ACTR1B	0.0	1	0	0	0.0008841732979664014	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0008841732979664014	0.0008841732979664014	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CUL7	0.00019619383951343929	7	0	0	0.001373356876594075	0.0	0.0	0.0	7.0	16.0	0.0	0.0	7.0	1.0	0.973	0.0	0.875	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.001373356876594075	0.00019619383951343929	1.0	16.0	2.220446049250313e-16	0.14285714285714285	0	0	0	0	0	0	0	Unlabeled
DAPP1_ENST00000512369	0.0	0	0	1	0.0	0.0011862396204033216	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	1.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	104.0	16.0	0	0	0.0	1.0	0	0	0	0	0	Unlabeled
DCAF15	0.0005546311702717693	0	0	0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0	0	0	0	0	0	0	0	0	Unlabeled
ZNF648	0.0011716461628588166	7	0	0	0.004100761570005858	0.0	0.0	0.0	3.5	0.0	0.0	0.0	2.3333333333333335	0.0	0.005	0.0	0.7777777777777778	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0035149384885764497	0.0	0.0	0.0	2.220446049250313e-16	0.14285714285714285	0	0	0	0	0	0	0	Unlabeled
RDH11	0.0	1	0	0	0.0010449320794148381	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0010449320794148381	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CPT1A_ENST00000376618	0.0	3	0	0	0.001321003963011889	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0.839	0.0	1.0	0.0	0.0	0.00044033465433729633	0.0	0.0	0.0	104.0	0.001321003963011889	0.00044033465433729633	104.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	1	Unlabeled
CCDC97	0.001937984496124031	1	0	0	0.0009689922480620155	0.0	0.0	0.0	0.5	16.0	0.0	0.0	0.5	0.0	0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0009689922480620155	0.0	0.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
TIE1	0.001170617500731636	2	0	0	0.000585308750365818	0.0	0.0	0.0	0.5	16.0	0.0	0.0	0.5	0.0	0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.000585308750365818	0.0	0.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
MC1R	0.0020964360587002098	1	0	0	0.0010482180293501049	0.0	0.0	0.0	0.5	16.0	0.0	0.0	0.5	0.0	0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0010482180293501049	0.0	0.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
C19orf55	0.0006944444444444445	2	0	0	0.001388888888888889	0.0	0.0	0.0	2.0	16.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.001388888888888889	0.0	0.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
ADRA1A_ENST00000380573	0.0	3	0	1	0.0021413276231263384	0.0007137758743754461	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.25	0.75	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	104.0	0.0021413276231263384	0.0	104.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0.0	1.0	0	Unlabeled
NIT2	0.0012033694344163659	0	0	0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0	0	0	0	0	0	0	0	0	Unlabeled
ZNF770	0.0004816955684007707	2	0	2	0.0009633911368015414	0.0009633911368015414	2.0	0.0	2.0	16.0	2.0	0.0	2.0	0.0	0	0.4	0.4	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0009633911368015414	0.0	0.0	16.0	0.0	0.5	0	0	0	0	0.0	0.5	0	Unlabeled
PPA1	0.0	1	0	0	0.0011494252873563218	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0011494252873563218	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
TRPT1_ENST00000394546	0.0013020833333333333	0	0	0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0	0	0	0	0	0	0	0	0	Unlabeled
ATL2	0.0005747126436781609	2	0	0	0.0011494252873563218	0.0	0.0	0.0	2.0	16.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0011494252873563218	0.0	0.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
KCNB2	0.0007309941520467836	4	0	0	0.0014619883040935672	0.0	0.0	0.0	2.0	16.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0014619883040935672	0.0	0.0	16.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
SDF4_ENST00000360001	0.0	1	0	0	0.0009182736455463728	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0009182736455463728	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SORBS2_ENST00000393528	0.0009995002498750624	3	0	0	0.0014992503748125937	0.0	0.0	0.0	1.5	16.0	0.0	0.0	1.5	0.0	0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0014992503748125937	0.0	0.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
FAM151A	0.0	1	0	0	0.0005688282138794084	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0005688282138794084	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
NME1	0.0	0	0	0	0.0	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	0.0	0.0	334.0	0.0	0.0018726591760299626	0.0	0.0	104.0	0.0018726591760299626	0.0	104.0	16.0	0	0	0	0	0	0	0	0	0	Unlabeled
UMODL1	0.0	3	0	0	0.0008019246190858059	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0008019246190858059	0.0	104.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
DDX39A_ENST00000454233	0.0012437810945273632	2	0	1	0.0024875621890547263	0.0012437810945273632	1.0	0.0	2.0	16.0	1.0	0.0	2.0	0.0	0	0.25	0.5	0.0	0.5	0.0	0.0	0.0	0.0	2.0	0.0024875621890547263	0.0	0.0	16.0	0.0	0.5	0	0	0	0	0.0	1.0	0	Unlabeled
RRM1	0.0004203446826397646	1	0	0	0.0004203446826397646	0.0	0.0	0.0	1.0	16.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0004203446826397646	0.0	0.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ANK3_ENST00000395293	0.0002955082742316785	2	0	3	0.000591016548463357	0.0008865248226950354	3.0	0.0	2.0	0.0	1.5	0.0	1.0	0.0	0.0	0.5	0.3333333333333333	0.0	1.5	0.0	0.0	0.0	0.0	0.5	0.0002955082742316785	0.0	0.0	0.0	0.0	0.5	0	0	0	0	0.05663301226513251	0.3333333333333333	0	Unlabeled
PCDHGB1_ENST00000523390	0.0017959770114942528	7	0	0	0.002514367816091954	0.0	0.0	0.0	1.4	1.0	0.0	0.0	1.1666666666666667	0.16666666666666666	0.651	0.0	0.5833333333333334	0.0	0.0	0.0007183908045977011	0.0	0.0	0.0	1.0	0.0021551724137931034	0.0010775862068965517	0.5	3.0	2.220446049250313e-16	0.14285714285714285	0	0	0	0	0	0	2	Unlabeled
IFNA7	0.0017543859649122807	2	0	0	0.0035087719298245615	0.0	0.0	0.0	2.0	16.0	0.0	0.0	2.0	1.0	1.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0035087719298245615	0.0017543859649122807	1.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
PAK6	0.0	4	0	0	0.0019550342130987292	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0019550342130987292	0.0004887585532746823	104.0	16.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
RFTN2	0.0	1	0	0	0.0006640106241699867	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0006640106241699867	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ZNF91	0.0	3	0	0	0.0008389261744966443	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0.9995	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0008389261744966443	0.0005592841163310962	104.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
ADCK3	0.0	1	0	0	0.0009033423667570009	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0009033423667570009	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
MIER1	0.0	1	0	0	0.000649772579597141	0.0	88.0	88.0	88.0	0.0	0.0	0.0	1.0	0.0	0.005	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
RPS3A	0.0	1	0	0	0.0012578616352201257	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0012578616352201257	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CEACAM21	0.0011337868480725624	2	0	0	0.0022675736961451248	0.0	0.0	0.0	2.0	16.0	0.0	0.0	2.0	1.0	0.999	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0022675736961451248	0.0011337868480725624	1.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
DDI2	0.0	2	0	0	0.0016666666666666668	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0016666666666666668	0.0	104.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
HEATR7B2	0.0006305170239596469	5	0	1	0.0010508617065994115	0.0002101723413198823	0.3333333333333333	0.0	1.6666666666666667	16.0	0.3333333333333333	0.0	1.6666666666666667	0.0	0	0.1111111111111111	0.5555555555555556	0.0	0.2	0.0	0.0	0.0	0.0	1.6666666666666667	0.0010508617065994115	0.0	0.0	16.0	-2.220446049250313e-16	0.2	0	0	0	0	0.0	1.0	0	Unlabeled
ZNF668	0.0	3	0	0	0.0016129032258064516	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0016129032258064516	0.0	104.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
SCRN3_ENST00000409673	0.0	1	0	0	0.0007974481658692185	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0007974481658692185	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
NEK2_ENST00000366998	0.0	1	0	0	0.0008658008658008658	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0008658008658008658	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
TOM1L2	0.0	2	0	0	0.001455604075691412	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0.913	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.001455604075691412	0.000727802037845706	104.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
EDNRB_ENST00000446573	0.0	1	0	0	0.0007627765064836003	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0007627765064836003	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PLCL1	0.001002004008016032	9	0	0	0.003006012024048096	0.0	0.0	0.0	3.0	1.0	0.0	0.0	2.25	0.25	0.5015	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0026720106880427524	0.00033400133600534405	0.25	1.0	0.0	0.1111111111111111	0	0	0	0	0	0	0	Unlabeled
HADH	0.0021164021164021165	0	0	0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0	0	0	0	0	0	0	0	0	Unlabeled
CPEB3_ENST00000394210	0.0	2	0	0	0.0009732360097323601	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0009732360097323601	0.0	104.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
SCLY	0.0	1	0	0	0.0007342143906020558	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0007342143906020558	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
UBXN2A	0.0	1	0	0	0.001282051282051282	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.001282051282051282	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
MYO3B	0.0	3	0	0	0.0007818608287724785	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0007818608287724785	0.0	104.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
PER2	0.0002653927813163482	4	0	0	0.0010615711252653928	0.0	0.0	0.0	4.0	16.0	0.0	0.0	4.0	0.0	0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0010615711252653928	0.0	0.0	16.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
ODF2L_ENST00000359242	0.0005232862375719519	2	0	0	0.0010465724751439038	0.0	0.0	0.0	2.0	16.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0010465724751439038	0.0	0.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
KDM2B_ENST00000377071	0.0004986287708800798	2	0	0	0.0004986287708800798	0.0	0.0	0.0	1.0	16.0	0.0	0.0	1.0	0.0	0.675	0.0	0.5	0.0	0.0	0.0002493143854400399	0.0	0.0	0.0	1.0	0.0004986287708800798	0.0002493143854400399	0.5	16.0	0.0	0.5	0	0	0	0	0	0	1	Unlabeled
SMYD1	0.0006788866259334691	1	0	0	0.0006788866259334691	0.0	0.0	0.0	1.0	16.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0006788866259334691	0.0	0.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
NEB_ENST00000427231	3.90960982093987e-05	12	0	1	0.0004691531785127844	3.90960982093987e-05	1.0	0.0	12.0	2.0	0.5	0.0	6.0	1.0	0.6656666666666666	0.07142857142857142	0.8571428571428571	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	5.5	0.0004300570803033857	7.81921964187974e-05	1.0	2.0	-8.881784197001252e-16	0.08333333333333333	0	0	0	0	0.0	1.0	0	Unlabeled
ILDR1_ENST00000344209	0.001218769043266301	3	0	0	0.0018281535648994515	0.0	0.0	0.0	1.5	16.0	0.0	0.0	1.5	0.0	0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0018281535648994515	0.0	0.0	16.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
MTX1	0.0	2	0	0	0.0014275517487508922	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0.998	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0014275517487508922	0.0007137758743754461	104.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
NAV1	0.0	4	0	0	0.0007099751508697196	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0007099751508697196	0.0	104.0	16.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
TREH	0.0	0	0	1	0.0	0.0005717552887364208	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	1.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	104.0	16.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
KLRAQ1	0.0	2	0	0	0.0008658008658008658	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0008658008658008658	0.0	104.0	16.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
MARK4_ENST00000262891	0.0004426737494466578	4	0	0	0.0017706949977866313	0.0	0.0	0.0	4.0	16.0	0.0	0.0	4.0	0.0	0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0017706949977866313	0.0	0.0	16.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
CASP5	0.0	4	0	0	0.0031821797931583136	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0.675	0.0	1.0	0.0	0.0	0.0015910898965791568	0.0	0.0	0.0	104.0	0.0031821797931583136	0.0015910898965791568	104.0	16.0	0.0	0.25	0	0	0	0	0	0	2	Unlabeled
SARDH_ENST00000371867	0.0	1	0	0	0.0011737089201877935	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0011737089201877935	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
OR2AG1	0.0	1	0	0	0.0010515247108307045	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0010515247108307045	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SEL1L2	0.0	1	0	0	0.0004837929366231253	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0004837929366231253	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
IFITM10	0.0	1	0	0	0.001455604075691412	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.001455604075691412	0.0	104.0	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KCND1	0.00102880658436214	1	0	0	0.00051440329218107	0.0	0.0	0.0	0.5	16.0	0.0	0.0	0.5	0.5	0.999	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.00051440329218107	0.00051440329218107	0.5	16.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
FAM149A	0.0	1	0	0	0.0006901311249137336	0.0	88.0	88.0	88.0	0.0	0.0	0.0	1.0	0.0	0.009	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ACTG1	0.0	5	0	0	0.004432624113475178	0.0	88.0	88.0	88.0	16.0	104.0	104.0	104.0	104.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.004432624113475178	0.0	104.0	16.0	-2.220446049250313e-16	0.2	0	0	0	0	0	0	0	Unlabeled
ZIM2	0.0006313131313131314	0	0	0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0	0	0	0	0	0	0	0	0	Unlabeled
